title,value,weight,food,ingredients,recipe,adult portion size(g),child portion size(g),total recipe weight(g)
Chicken Pot Pie,"[450, 130, 130, 150, 150, 6, 40, 480, 240, 120, 1, 1, 5, 5, 28, 400, 50]","[""g"", ""g"", ""g"", ""g"", ""g"", ""g"", ""g"", ""ml"", ""ml"", ""ml"", ""g"", ""g"", ""g"", ""g"", ""g"", ""g"", ""g""]","[""boneless, skinless chicken breasts, cut into 1-inch cubes"", ""carrots, diced"", ""celery, diced"", ""frozen peas"", ""onion, chopped"", ""garlic, minced"", ""all-purpose flour"", ""low-sodium chicken broth"", ""whole milk"", ""heavy cream"", ""dried thyme"", ""dried rosemary"", ""salt"", ""black pepper"", ""unsalted butter"", ""refrigerated pie crusts"", ""egg, beaten""]","[""450g boneless, skinless chicken breasts, cut into 1-inch cubes"", ""130g carrots, diced"", ""130g celery, diced"", ""150g frozen peas"", ""150g onion, chopped"", ""6g garlic, minced"", ""40g all-purpose flour"", ""480ml low-sodium chicken broth"", ""240ml whole milk"", ""120ml heavy cream"", ""1g dried thyme"", ""1g dried rosemary"", ""5g salt"", ""5g freshly ground black pepper"", ""28g unsalted butter"", ""400g refrigerated pie crusts"", ""50g egg, beaten""]","[""1. In a large pot, melt the butter over medium heat."", ""2. Add the chopped onion and sauté until translucent, about 5 minutes."", ""3. Stir in the minced garlic and cook for another minute."", ""4. Add the diced chicken, carrots, and celery. Cook until the chicken is browned and the vegetables begin to soften, about 10 minutes."", ""5. Sprinkle the flour over the mixture and stir well to combine. Cook for 2 minutes to eliminate the raw flour taste."", ""6. Gradually pour in the chicken broth, stirring constantly to prevent lumps."", ""7. Add the dried thyme and rosemary. Bring the mixture to a boil, then reduce the heat and let it simmer until the sauce thickens, about 5 minutes."", ""8. Stir in the frozen peas, milk, and heavy cream. Cook for an additional 2 minutes. Season with salt and freshly ground black pepper to taste."", ""9. Remove from heat and set aside."", ""10. Preheat the oven to 425°F (220°C)."", ""11. Place one pie crust into a 9-inch pie dish, pressing it gently against the bottom and sides."", ""12. Pour the chicken and vegetable filling into the crust, spreading it evenly."", ""13. Place the second pie crust over the filling. Trim any excess crust, leaving about 1 inch overhang. Fold the overhang under the bottom crust and crimp the edges to seal."", ""14. Cut several slits in the top crust to allow steam to escape."", ""15. Brush the top crust with the beaten egg for a golden finish."", ""16. Place the pie on a baking sheet to catch any spills."", ""17. Bake in the preheated oven for 30-35 minutes, or until the crust is golden brown and the filling is bubbling."", ""18. If the crust edges brown too quickly, cover them with aluminum foil."", ""19. Allow the pie to cool for about 10 minutes before slicing and serving.""]",300,150,1500
Shrimp Tacos,"[450, 15, 2, 2, 2, 2, 2, 2, 0.5, 120, 60, 15, 15, 15, 1, 0.5, 60, 15, 15, 1, 1, 0.5, 200, 150, 0, 0]","[""g"", ""ml"", ""g"", ""g"", ""g"", ""g"", ""g"", ""g"", ""g"", ""g"", ""g"", ""g"", ""ml"", ""ml"", ""g"", ""g"", ""g"", ""ml"", ""ml"", ""g"", ""g"", ""g"", ""g"", ""g"", ""0"", ""0""]","[""large shrimp, peeled and deveined"", ""olive oil"", ""garlic powder"", ""onion powder"", ""smoked paprika"", ""ground cumin"", ""chili powder"", ""salt"", ""black pepper"", ""shredded cabbage"", ""shredded carrots"", ""fresh cilantro, chopped"", ""fresh lime juice"", ""olive oil"", ""salt"", ""black pepper"", ""sour cream"", ""mayonnaise"", ""fresh lime juice"", ""garlic powder"", ""salt"", ""black pepper"", ""small corn or flour tortillas"", ""ripe avocado, sliced"", ""fresh cilantro leaves for garnish"", ""lime wedges for serving""]","[""450g large shrimp, peeled and deveined"", ""15ml olive oil"", ""2g garlic powder"", ""2g onion powder"", ""2g smoked paprika"", ""2g ground cumin"", ""2g chili powder"", ""2g salt"", ""0.5g freshly ground black pepper"", ""120g shredded cabbage"", ""60g shredded carrots"", ""15g fresh cilantro, chopped"", ""15ml fresh lime juice"", ""15ml olive oil"", ""1g salt"", ""0.5g freshly ground black pepper"", ""60g sour cream"", ""15ml mayonnaise"", ""15ml fresh lime juice"", ""1g garlic powder"", ""1g salt"", ""0.5g freshly ground black pepper"", ""200g small corn or flour tortillas"", ""150g ripe avocado, sliced"", ""Fresh cilantro leaves for garnish"", ""Lime wedges for serving""]","[""1. Prepare the slaw: In a large bowl, combine the shredded cabbage, shredded carrots, and chopped cilantro."", ""In a small bowl, whisk together the lime juice, olive oil, salt, and pepper."", ""Pour the dressing over the cabbage mixture and toss to combine. Set aside."", ""2. Prepare the sauce: In a small bowl, mix together the sour cream, mayonnaise, lime juice, garlic powder, salt, and pepper until smooth. Set aside."", ""3. Cook the shrimp: In a large bowl, toss the peeled and deveined shrimp with olive oil, garlic powder, onion powder, smoked paprika, ground cumin, chili powder, salt, and pepper until evenly coated."", ""Heat a large skillet over medium-high heat. Add the seasoned shrimp and cook for 2-3 minutes per side, or until pink and opaque."", ""4. Assemble the tacos: Warm the tortillas in a dry skillet or microwave until pliable."", ""Place a few shrimp on each tortilla."", ""Top with a spoonful of slaw and a drizzle of the prepared sauce."", ""Add slices of avocado and garnish with fresh cilantro leaves."", ""Serve immediately with lime wedges on the side.""]",300,150,1200
Steak Frites,"[450, 30, 5, 5, 1000, 0, 0]","[""g"", ""ml"", ""g"", ""g"", ""g"", ""0"", ""0""]","[""New York strip steaks"", ""olive oil"", ""salt"", ""freshly ground black pepper"", ""russet potatoes"", ""Vegetable oil for frying"", ""Fresh parsley, chopped""]","[""450g New York strip steaks"", ""30ml olive oil"", ""5g salt"", ""5g freshly ground black pepper"", ""1000g russet potatoes"", ""Vegetable oil for frying"", ""Fresh parsley, chopped (optional)""]","[""1. Peel the russet potatoes and cut them into 1/4-inch thick strips."", ""2. Soak the potato strips in cold water for at least 30 minutes."", ""3. Drain and pat the potatoes dry with paper towels."", ""4. Heat vegetable oil in a deep fryer or large pot to 340°F (170°C)."", ""5. Fry the potatoes in batches until lightly golden, about 3-4 minutes per batch."", ""6. Remove the fries and drain on paper towels."", ""7. Increase the oil temperature to 375°F (190°C) and fry the potatoes again until golden brown and crispy, about 2-3 minutes per batch."", ""8. Remove from the oil, drain on paper towels, and season with salt."", ""9. Preheat a grill or skillet over medium-high heat."", ""10. Rub the steaks with olive oil and season with salt and pepper."", ""11. Grill or pan-sear the steaks for 4-5 minutes per side for medium-rare, or 5-6 minutes for medium."", ""12. Let the steaks rest for 5 minutes before serving."", ""13. Serve the steaks with fries and garnish with parsley if desired.""]",475,237,1450
Eggplant Parmesan,"[2, 1, 2, 2, 1, 1, 0.5, 2, 2, 0.5, 0.25, 0, 0]","[""0"", ""cup"", ""0"", ""cup"", ""teaspoon"", ""teaspoon"", ""teaspoon"", ""cup"", ""cup"", ""cup"", ""cup"", ""to taste"", ""0""]","[""medium eggplants"", ""all-purpose flour"", ""large eggs, beaten"", ""breadcrumbs"", ""dried basil"", ""dried oregano"", ""garlic powder"", ""marinara sauce"", ""shredded mozzarella cheese"", ""grated Parmesan cheese"", ""fresh basil leaves, chopped"", ""Salt and freshly ground black pepper"", ""Olive oil for frying""]","[""2 medium eggplants (about 600g)"", ""1 cup all-purpose flour (120g)"", ""2 large eggs, beaten (100g)"", ""2 cups breadcrumbs (240g)"", ""1 teaspoon dried basil (1g)"", ""1 teaspoon dried oregano (1g)"", ""1/2 teaspoon garlic powder (1g)"", ""2 cups marinara sauce (480ml)"", ""2 cups shredded mozzarella cheese (200g)"", ""1/2 cup grated Parmesan cheese (50g)"", ""1/4 cup fresh basil leaves, chopped (10g)"", ""Salt and freshly ground black pepper to taste (5g)"", ""Olive oil for frying (30ml)""]","[""1. Preheat the oven to 375°F (190°C)."", ""2. Slice the eggplants into 1/4-inch thick rounds."", ""3. Sprinkle the eggplant slices with salt and let them sit for 10 minutes to release excess moisture. Pat dry with paper towels."", ""4. Set up a breading station: place flour in one shallow bowl, beaten eggs in another, and breadcrumbs mixed with basil, oregano, and garlic powder in a third."", ""5. Dip each eggplant slice into the flour, then the eggs, and finally the breadcrumb mixture, pressing gently to coat evenly."", ""6. Heat olive oil in a large skillet over medium-high heat. Fry the breaded eggplant slices in batches for 2-3 minutes per side, until golden and crispy."", ""7. Remove the fried eggplant slices from the skillet and drain on paper towels."", ""8. In a baking dish, spread a thin layer of marinara sauce. Arrange a layer of eggplant slices over the sauce, followed by a sprinkle of mozzarella cheese and Parmesan cheese."", ""9. Repeat the layers until all the ingredients are used, finishing with a layer of cheese on top."", ""10. Bake in the preheated oven for 25-30 minutes, or until the cheese is melted and bubbly and the dish is heated through."", ""11. Garnish with fresh basil leaves before serving.""]",350,175,1500
Chicken Wings,"[10, 2, 1, 1, 1, 0.5, 0.5, 0.25, 2, 2, 1]","[""0"", ""tablespoon"", ""teaspoon"", ""teaspoon"", ""teaspoon"", ""teaspoon"", ""teaspoon"", ""teaspoon"", ""tablespoon"", ""tablespoon"", ""tablespoon""]","[""chicken wings"", ""olive oil"", ""garlic powder"", ""onion powder"", ""paprika"", ""ground black pepper"", ""salt"", ""cayenne pepper"", ""honey"", ""soy sauce"", ""lemon juice""]","[""10 chicken wings (about 900g)"", ""2 tablespoons olive oil (30ml)"", ""1 teaspoon garlic powder (2g)"", ""1 teaspoon onion powder (2g)"", ""1 teaspoon paprika (2g)"", ""1/2 teaspoon ground black pepper (1g)"", ""1/2 teaspoon salt (2g)"", ""1/4 teaspoon cayenne pepper (optional, 0.5g)"", ""2 tablespoons honey (30g)"", ""2 tablespoons soy sauce (30ml)"", ""1 tablespoon lemon juice (15ml)""]","[""1. Preheat the oven to 400°F (200°C)."", ""2. Pat the chicken wings dry with paper towels to remove excess moisture."", ""3. In a large bowl, combine olive oil, garlic powder, onion powder, paprika, black pepper, salt, and cayenne pepper (if using)."", ""4. Add the chicken wings to the bowl and toss to coat evenly with the spice mixture."", ""5. Arrange the wings in a single layer on a baking sheet lined with parchment paper."", ""6. Bake in the preheated oven for 30-35 minutes, flipping the wings halfway through, until the wings are crispy and golden."", ""7. While the wings are baking, in a small saucepan, combine honey, soy sauce, and lemon juice. Bring to a simmer over medium heat and cook for 3-4 minutes, stirring occasionally."", ""8. Once the wings are done, remove them from the oven and drizzle the sauce over the wings."", ""9. Toss the wings in the sauce until fully coated and serve immediately.""]",300,150,1400
Turkey Burgers,"[500, 0.25, 0.25, 1, 2, 1, 1, 1, 0.5, 1, 4, 0, 0, 0]","[""g"", ""cup"", ""cup"", ""0"", ""0"", ""tablespoon"", ""teaspoon"", ""teaspoon"", ""teaspoon"", ""tablespoon"", ""0"", ""0"", ""0"", ""0""]","[""ground turkey"", ""breadcrumbs"", ""grated Parmesan cheese"", ""large egg"", ""cloves garlic, minced"", ""fresh parsley, chopped"", ""dried oregano"", ""salt"", ""freshly ground black pepper"", ""olive oil"", ""whole wheat burger buns"", ""Lettuce leaves for serving"", ""Tomato slices for serving"", ""Condiments for serving""]","[""500g ground turkey"", ""1/4 cup breadcrumbs (30g)"", ""1/4 cup grated Parmesan cheese (25g)"", ""1 large egg (50g)"", ""2 cloves garlic, minced (6g)"", ""1 tablespoon fresh parsley, chopped (3g)"", ""1 teaspoon dried oregano (1g)"", ""1 teaspoon salt (5g)"", ""1/2 teaspoon freshly ground black pepper (1g)"", ""1 tablespoon olive oil (15ml)"", ""4 whole wheat burger buns (240g)"", ""Lettuce leaves for serving (optional)"", ""Tomato slices for serving (optional)"", ""Condiments for serving (optional)""]","[""1. In a large bowl, combine the ground turkey, breadcrumbs, Parmesan cheese, egg, garlic, parsley, oregano, salt, and black pepper."", ""2. Mix until just combined; avoid overmixing to prevent the burgers from becoming tough."", ""3. Shape the mixture into 4 patties, making sure they are evenly sized."", ""4. Heat olive oil in a skillet or grill pan over medium-high heat."", ""5. Cook the patties for 5-6 minutes per side, or until they reach an internal temperature of 165°F (74°C)."", ""6. Toast the burger buns in the skillet or on the grill until golden brown."", ""7. Assemble the burgers by placing the cooked turkey patties on the buns."", ""8. Top with lettuce, tomato slices, and condiments as desired."", ""9. Serve immediately.""]",300,150,1200
Pesto Pasta,"[200, 1, 0.25, 0.25, 0.25, 2, 1, 0, 0.5]","[""g"", ""cup"", ""cup"", ""cup"", ""cup"", ""0"", ""tablespoon"", ""to taste"", ""cup""]","[""pasta"", ""fresh basil leaves"", ""pine nuts"", ""grated Parmesan cheese"", ""olive oil"", ""cloves garlic"", ""lemon juice"", ""Salt and freshly ground black pepper"", ""cherry tomatoes, halved""]","[""200g pasta (such as spaghetti or penne)"", ""1 cup fresh basil leaves (25g)"", ""1/4 cup pine nuts (30g)"", ""1/4 cup grated Parmesan cheese (25g)"", ""1/4 cup olive oil (60ml)"", ""2 cloves garlic (6g)"", ""1 tablespoon lemon juice (15ml)"", ""Salt and freshly ground black pepper to taste (5g)"", ""1/2 cup cherry tomatoes, halved (60g, optional)""]","[""1. Cook the pasta according to the package instructions until al dente. Drain, reserving 1/2 cup of the pasta cooking water."", ""2. In a food processor or blender, combine the basil, pine nuts, Parmesan cheese, garlic, and lemon juice."", ""3. Pulse until the ingredients are finely chopped."", ""4. While blending, slowly add the olive oil until a smooth paste forms."", ""5. Season the pesto with salt and freshly ground black pepper to taste."", ""6. Toss the cooked pasta with the pesto sauce, adding a little reserved pasta water if needed to help coat the pasta evenly."", ""7. Optional: Top with halved cherry tomatoes for added flavor and color."", ""8. Serve immediately.""]",300,150,750
Shrimp Fried Rice,"[300, 2, 2, 1, 1, 3, 2, 1, 1, 2, 0.25, 2]","[""g"", ""tablespoon"", ""0"", ""0"", ""cup"", ""cup"", ""tablespoon"", ""tablespoon"", ""teaspoon"", ""0"", ""teaspoon"", ""0""]","[""large shrimp, peeled and deveined"", ""vegetable oil"", ""cloves garlic, minced"", ""medium onion, chopped"", ""frozen peas and carrots"", ""cooked rice"", ""soy sauce"", ""oyster sauce"", ""sesame oil"", ""large eggs"", ""freshly ground black pepper"", ""green onions, chopped""]","[""300g large shrimp, peeled and deveined"", ""2 tablespoons vegetable oil (30ml)"", ""2 cloves garlic, minced (6g)"", ""1 medium onion, chopped (150g)"", ""1 cup frozen peas and carrots (150g)"", ""3 cups cooked rice, preferably chilled (600g)"", ""2 tablespoons soy sauce (30ml)"", ""1 tablespoon oyster sauce (15ml)"", ""1 teaspoon sesame oil (5ml)"", ""2 large eggs (100g)"", ""1/4 teaspoon freshly ground black pepper (0.5g)"", ""2 green onions, chopped (20g)""]","[""1. Heat 1 tablespoon of vegetable oil in a large skillet or wok over medium-high heat."", ""2. Add the shrimp and cook for 2-3 minutes per side until pink and opaque. Remove the shrimp from the skillet and set aside."", ""3. In the same skillet, add the remaining tablespoon of vegetable oil."", ""4. Add the chopped onion and cook until softened, about 3 minutes."", ""5. Stir in the minced garlic and cook for another minute."", ""6. Add the frozen peas and carrots and cook for an additional 2 minutes."", ""7. Push the vegetables to the side of the skillet and crack the eggs into the empty space. Scramble the eggs until fully cooked."", ""8. Add the chilled rice to the skillet and stir to combine."", ""9. Pour the soy sauce, oyster sauce, and sesame oil over the rice. Stir well to coat."", ""10. Add the cooked shrimp back to the skillet and stir to combine."", ""11. Season with freshly ground black pepper and top with chopped green onions."", ""12. Serve immediately.""]",350,175,1400
Jambalaya,"[300, 200, 200, 2, 1, 1, 2, 400, 1, 2, 1, 1, 0.5, 1, 0, 2]","[""g"", ""g"", ""g"", ""tablespoon"", ""0"", ""0"", ""0"", ""g"", ""cup"", ""cup"", ""teaspoon"", ""teaspoon"", ""teaspoon"", ""0"", ""to taste"", ""0""]","[""chicken breast, diced"", ""andouille sausage, sliced"", ""large shrimp, peeled and deveined"", ""olive oil"", ""medium onion, chopped"", ""bell pepper, chopped"", ""cloves garlic, minced"", ""diced tomatoes"", ""long-grain rice"", ""chicken broth"", ""smoked paprika"", ""dried thyme"", ""cayenne pepper"", ""bay leaf"", ""Salt and freshly ground black pepper"", ""green onions, chopped""]","[""300g chicken breast, diced"", ""200g andouille sausage, sliced"", ""200g large shrimp, peeled and deveined"", ""2 tablespoons olive oil (30ml)"", ""1 medium onion, chopped (150g)"", ""1 bell pepper, chopped (150g)"", ""2 cloves garlic, minced (6g)"", ""1 can (400g) diced tomatoes"", ""1 cup long-grain rice (200g)"", ""2 cups chicken broth (480ml)"", ""1 teaspoon smoked paprika (2g)"", ""1 teaspoon dried thyme (1g)"", ""1/2 teaspoon cayenne pepper (1g)"", ""1 bay leaf"", ""Salt and freshly ground black pepper to taste (5g)"", ""2 green onions, chopped (20g)""]","[""1. Heat olive oil in a large pot over medium-high heat."", ""2. Add the diced chicken and sausage. Cook for about 5 minutes, until browned."", ""3. Add the chopped onion, bell pepper, and garlic. Cook for 3-4 minutes until softened."", ""4. Stir in the diced tomatoes, rice, chicken broth, smoked paprika, thyme, cayenne pepper, and bay leaf."", ""5. Bring the mixture to a boil, then reduce the heat to low. Cover and simmer for 15-20 minutes, until the rice is cooked and the liquid is absorbed."", ""6. Add the shrimp and cook for an additional 5 minutes, until the shrimp are pink and cooked through."", ""7. Remove the bay leaf and discard."", ""8. Season with salt and freshly ground black pepper to taste."", ""9. Garnish with chopped green onions before serving.""]",350,175,1600
Baked Salmon,"[4, 2, 1, 2, 1, 0.5, 0.25, 0, 0]","[""0"", ""tablespoon"", ""tablespoon"", ""0"", ""teaspoon"", ""teaspoon"", ""teaspoon"", ""0"", ""gram""]","[""salmon fillets"", ""olive oil"", ""lemon juice"", ""garlic, minced"", ""dried dill"", ""salt"", ""black pepper"", ""lemon wedges"", ""fresh parsley""]","[""4 salmon fillets (150g each)"", ""2 tablespoons olive oil (30ml)"", ""1 tablespoon lemon juice (15ml)"", ""2 cloves garlic, minced (6g)"", ""1 teaspoon dried dill (1g)"", ""1/2 teaspoon salt (2.5g)"", ""1/4 teaspoon freshly ground black pepper (0.5g)"", ""Lemon wedges for serving"", ""Fresh parsley for garnish (optional, 10g)""]","[""1. Preheat the oven to 375°F (190°C)."", ""2. Place the salmon fillets on a baking sheet lined with parchment paper or foil."", ""3. Drizzle the olive oil and lemon juice over the fillets."", ""4. Sprinkle the minced garlic, dried dill, salt, and freshly ground black pepper over the salmon."", ""5. Bake for 12-15 minutes, or until the salmon flakes easily with a fork."", ""6. Serve with lemon wedges and garnish with fresh parsley if desired.""]",250,125,1000
Pasta Primavera,"[200, 1, 1, 1, 1, 0.5, 2, 0.25, 0.25, 0.25, 2, 1]","[""g"", ""tablespoon"", ""0"", ""0"", ""cup"", ""cup"", ""0"", ""teaspoon"", ""teaspoon"", ""cup"", ""tablespoon"", ""tablespoon""]","[""pasta"", ""olive oil"", ""zucchini, sliced"", ""red bell pepper, sliced"", ""cherry tomatoes, halved"", ""peas"", ""garlic, minced"", ""salt"", ""black pepper"", ""grated Parmesan cheese"", ""fresh basil, chopped"", ""lemon juice""]","[""200g pasta (such as penne or spaghetti)"", ""1 tablespoon olive oil (15ml)"", ""1 small zucchini, sliced (150g)"", ""1 red bell pepper, sliced (150g)"", ""1 cup cherry tomatoes, halved (150g)"", ""1/2 cup peas (75g)"", ""2 cloves garlic, minced (6g)"", ""1/4 teaspoon salt (1g)"", ""1/4 teaspoon freshly ground black pepper (0.5g)"", ""1/4 cup grated Parmesan cheese (25g)"", ""2 tablespoons fresh basil, chopped (5g)"", ""1 tablespoon lemon juice (15ml)""]","[""1. Cook the pasta according to the package instructions. Drain and set aside, reserving some of the pasta water."", ""2. Heat olive oil in a large skillet over medium heat."", ""3. Add the zucchini, red bell pepper, cherry tomatoes, and peas to the skillet. Cook for about 5-7 minutes, until the vegetables are tender."", ""4. Add the minced garlic and cook for another minute until fragrant."", ""5. Stir in the cooked pasta, salt, and pepper. If the mixture is too dry, add a bit of the reserved pasta water to moisten."", ""6. Remove from heat and stir in the grated Parmesan cheese, fresh basil, and lemon juice."", ""7. Serve immediately.""]",350,175,1200
Gyros,"[500, 2, 1, 2, 1, 1, 0.5, 0.5, 0.25, 4, 0.5, 1, 1, 0]","[""g"", ""tablespoon"", ""tablespoon"", ""0"", ""teaspoon"", ""teaspoon"", ""teaspoon"", ""teaspoon"", ""teaspoon"", ""0"", ""cup"", ""0"", ""0"", ""g""]","[""boneless chicken thighs or lamb, sliced into strips"", ""olive oil"", ""lemon juice"", ""garlic, minced"", ""dried oregano"", ""ground cumin"", ""paprika"", ""salt"", ""black pepper"", ""pita bread or flatbreads"", ""tzatziki sauce"", ""tomato, sliced"", ""red onion, thinly sliced"", ""fresh parsley""]","[""500g boneless chicken thighs or lamb, sliced into strips"", ""2 tablespoons olive oil (30ml)"", ""1 tablespoon lemon juice (15ml)"", ""2 cloves garlic, minced (6g)"", ""1 teaspoon dried oregano (1g)"", ""1 teaspoon ground cumin (2g)"", ""1/2 teaspoon paprika (1g)"", ""1/2 teaspoon salt (2.5g)"", ""1/4 teaspoon freshly ground black pepper (0.5g)"", ""4 pita bread or flatbreads (240g)"", ""1/2 cup tzatziki sauce (120g)"", ""1 medium tomato, sliced (100g)"", ""1 small red onion, thinly sliced (80g)"", ""Fresh parsley for garnish (optional, 10g)""]","[""1. In a bowl, combine olive oil, lemon juice, garlic, oregano, cumin, paprika, salt, and pepper."", ""2. Add the chicken or lamb strips to the marinade, toss to coat, and let it marinate for at least 30 minutes or up to 2 hours."", ""3. Heat a grill pan or skillet over medium-high heat."", ""4. Add the marinated meat and cook for 5-7 minutes, turning occasionally, until browned and cooked through."", ""5. Warm the pita bread or flatbreads in the skillet or oven."", ""6. Assemble the gyros: place the cooked meat on the pita, then top with tzatziki sauce, sliced tomato, red onion, and fresh parsley."", ""7. Fold the pita around the filling and serve immediately.""]",300,150,1200
Sloppy Joes,"[500, 150, 150, 6, 400, 120, 50, 15, 15, 2, 2.5, 0.5, 300, 10]","[""g"", ""g"", ""g"", ""g"", ""g"", ""ml"", ""g"", ""ml"", ""ml"", ""g"", ""g"", ""g"", ""g"", ""g""]","[""lean ground beef"", ""medium onion, finely chopped"", ""green bell pepper, finely chopped"", ""garlic, minced"", ""can crushed tomatoes"", ""ketchup"", ""brown sugar"", ""Worcestershire sauce"", ""yellow mustard"", ""garlic powder"", ""salt"", ""black pepper"", ""hamburger buns"", ""fresh parsley for garnish""]","[""500g lean ground beef"", ""150g medium onion, finely chopped"", ""150g green bell pepper, finely chopped"", ""6g garlic, minced"", ""400g can crushed tomatoes"", ""120ml ketchup"", ""50g brown sugar"", ""15ml Worcestershire sauce"", ""15ml yellow mustard"", ""2g garlic powder"", ""2.5g salt"", ""0.5g freshly ground black pepper"", ""300g hamburger buns"", ""10g fresh parsley for garnish (optional)""]","[""1. In a large skillet over medium heat, cook the ground beef until browned, breaking it apart with a spoon as it cooks. Drain any excess fat."",  ""2. Add the chopped onion, green bell pepper, and minced garlic to the skillet. Cook until the vegetables are softened, about 5 minutes."",  ""3. Stir in the crushed tomatoes, ketchup, brown sugar, Worcestershire sauce, yellow mustard, garlic powder, salt, and black pepper. Bring the mixture to a simmer."",  ""4. Reduce the heat to low and let it simmer uncovered for 20-30 minutes, stirring occasionally, until the sauce thickens."",  ""5. While the mixture simmers, toast the hamburger buns until lightly browned."",  ""6. Spoon the Sloppy Joe mixture onto the bottom half of each bun. Top with the other half of the bun."",  ""7. Garnish with fresh parsley if desired and serve immediately.""]",300,150,1800
Philly Cheesesteak,"[450, 2, 1, 1, 2, 4, 200, 1, 0.5, 2]","[""g"", ""tablespoon"", ""0"", ""0"", ""0"", ""0"", ""g"", ""teaspoon"", ""teaspoon"", ""tablespoon""]","[""ribeye steak, thinly sliced"", ""olive oil"", ""large onion, sliced"", ""bell pepper, sliced"", ""garlic, minced"", ""hoagie rolls"", ""provolone cheese, sliced"", ""salt"", ""black pepper"", ""mayonnaise""]","[""450g ribeye steak, thinly sliced"", ""2 tablespoons olive oil (30ml)"", ""1 large onion, sliced (150g)"", ""1 bell pepper, sliced (150g)"", ""2 cloves garlic, minced (6g)"", ""4 hoagie rolls (280g)"", ""200g provolone cheese, sliced"", ""1 teaspoon salt (5g)"", ""1/2 teaspoon freshly ground black pepper (1g)"", ""Optional: 2 tablespoons mayonnaise (30g)""]","[""1. Heat olive oil in a large skillet or griddle over medium-high heat."",  ""2. Add the sliced onions and bell peppers, and sauté until softened and caramelized, about 5-7 minutes."",  ""3. Add the minced garlic and cook for another minute until fragrant."",  ""4. Add the thinly sliced ribeye steak to the skillet. Season with salt and black pepper."",  ""5. Cook the steak for 3-4 minutes, stirring frequently, until the meat is cooked through."",  ""6. Toast the hoagie rolls on a separate skillet or in the oven until golden brown."",  ""7. Divide the steak and vegetable mixture evenly among the hoagie rolls."",  ""8. Top each sandwich with slices of provolone cheese and cover to melt the cheese, about 1-2 minutes."",  ""9. Optional: Spread mayonnaise on the rolls before assembling the sandwich."",  ""10. Serve immediately.""]",350,175,1600
Sausage and Peppers,"[450, 1, 1, 1, 1, 2, 1, 0.5, 0.25, 0.5, 0]","[""g"", ""tablespoon"", ""0"", ""0"", ""0"", ""0"", ""teaspoon"", ""teaspoon"", ""teaspoon"", ""cup"", ""g""]","[""Italian sausages (about 4 links)"", ""olive oil"", ""large onion, sliced"", ""red bell pepper, sliced"", ""yellow bell pepper, sliced"", ""garlic, minced"", ""dried oregano"", ""salt"", ""black pepper"", ""marinara sauce"", ""fresh parsley for garnish""]","[""450g Italian sausages (about 4 links)"", ""1 tablespoon olive oil (15ml)"", ""1 large onion, sliced (150g)"", ""1 red bell pepper, sliced (150g)"", ""1 yellow bell pepper, sliced (150g)"", ""2 cloves garlic, minced (6g)"", ""1 teaspoon dried oregano (1g)"", ""1/2 teaspoon salt (2.5g)"", ""1/4 teaspoon freshly ground black pepper (0.5g)"", ""1/2 cup marinara sauce (120ml)"", ""Fresh parsley for garnish (optional, 10g)""]","[""1. Heat the olive oil in a large skillet over medium heat."",  ""2. Add the sausages to the skillet and cook for 8-10 minutes, turning occasionally, until browned and cooked through."",  ""3. Remove the sausages from the skillet and set aside. Slice them into 1-inch pieces."",  ""4. In the same skillet, add the sliced onion, red bell pepper, yellow bell pepper, and minced garlic. Cook for about 5-7 minutes until the vegetables soften."",  ""5. Add the oregano, salt, and freshly ground black pepper. Stir to combine."",  ""6. Add the sliced sausages back into the skillet along with the marinara sauce. Stir to coat the sausages and vegetables with the sauce."",  ""7. Cook for an additional 5 minutes until everything is heated through."",  ""8. Garnish with fresh parsley before serving.""]",300,150,1300
Potato Salad,"[900, 2, 1, 1, 1, 1, 0.5, 0.25, 0.25, 0.25]","[""g"", ""0"", ""cup"", ""tablespoon"", ""tablespoon"", ""teaspoon"", ""teaspoon"", ""cup"", ""cup"", ""cup""]","[""potatoes, peeled and diced"", ""large eggs"", ""mayonnaise"", ""Dijon mustard"", ""apple cider vinegar"", ""salt"", ""black pepper"", ""chopped celery"", ""chopped red onion"", ""chopped fresh parsley""]","[""900g potatoes, peeled and diced"", ""2 large eggs (100g)"", ""1 cup mayonnaise (240g)"", ""1 tablespoon Dijon mustard (15g)"", ""1 tablespoon apple cider vinegar (15ml)"", ""1 teaspoon salt (5g)"", ""1/2 teaspoon freshly ground black pepper (1g)"", ""1/4 cup chopped celery (30g)"", ""1/4 cup chopped red onion (40g)"", ""1/4 cup chopped fresh parsley (10g)""]","[""1. Place the diced potatoes in a large pot and cover with cold water. Bring to a boil over medium-high heat and cook for 10-12 minutes until tender."",  ""2. While the potatoes are cooking, place the eggs in a separate pot of water. Bring to a boil and cook for 9-10 minutes. Remove from heat, cool, peel, and chop the eggs."",  ""3. Drain the potatoes and let them cool slightly in a large mixing bowl."",  ""4. In a separate bowl, whisk together the mayonnaise, Dijon mustard, apple cider vinegar, salt, and black pepper."",  ""5. Add the chopped eggs, celery, red onion, and parsley to the potatoes. Pour the dressing over the potato mixture and stir gently to combine."",  ""6. Refrigerate for at least 1 hour before serving to allow the flavors to meld.""]",250,125,1400
